geonames_id	checked_at	http_status_code
1282028	2017-11-25T23:41:08-05:00	 400
1282988	2017-11-25T23:41:08-05:00	 400
1327865	2017-11-25T23:41:08-05:00	 400
1512440	2017-11-25T23:41:08-05:00	 400
1522867	2017-11-25T23:41:08-05:00	 400
1527747	2017-11-25T23:41:08-05:00	 400
1546748	2017-11-25T23:41:08-05:00	 400
1547314	2017-11-25T23:41:08-05:00	 400
1547376	2017-11-25T23:41:08-05:00	 400
1559582	2017-11-25T23:41:08-05:00	 400
1562822	2017-11-25T23:41:08-05:00	 400
1605651	2017-11-25T23:41:08-05:00	 400
1643084	2017-11-25T23:41:08-05:00	 400
1655842	2017-11-25T23:41:08-05:00	 400
1668284	2017-11-25T23:41:08-05:00	 400
1694008	2017-11-25T23:41:08-05:00	 400
1733045	2017-11-25T23:41:08-05:00	 400
1814991	2017-11-25T23:41:08-05:00	 400
1819730	2017-11-25T23:41:08-05:00	 400
1820814	2017-11-25T23:41:08-05:00	 400
1821275	2017-11-25T23:41:08-05:00	 400
1831722	2017-11-25T23:41:08-05:00	 400
1835841	2017-11-25T23:41:08-05:00	 400
1861060	2017-11-25T23:41:08-05:00	 400
1873107	2017-11-25T23:41:08-05:00	 400
1880251	2017-11-25T23:41:08-05:00	 400
1899402	2017-11-25T23:41:08-05:00	 400
1966436	2017-11-25T23:41:08-05:00	 400
2017370	2017-11-25T23:41:08-05:00	 400
2029969	2017-11-25T23:41:08-05:00	 400
2077456	2017-11-25T23:41:08-05:00	 400
2078138	2017-11-25T23:41:08-05:00	 400
2080185	2017-11-25T23:41:08-05:00	 400
2081918	2017-11-25T23:41:08-05:00	 400
2088628	2017-11-25T23:41:08-05:00	 400
2103350	2017-11-25T23:41:08-05:00	 400
2110297	2017-11-25T23:41:08-05:00	 400
2110425	2017-11-25T23:41:08-05:00	 400
2134431	2017-11-25T23:41:08-05:00	 400
2139685	2017-11-25T23:41:08-05:00	 400
2155115	2017-11-25T23:41:08-05:00	 400
2186224	2017-11-25T23:41:08-05:00	 400
2205218	2017-11-25T23:41:08-05:00	 400
2215636	2017-11-25T23:41:08-05:00	 400
2233387	2017-11-25T23:41:08-05:00	 400
2245662	2017-11-25T23:41:08-05:00	 400
2260494	2017-11-25T23:41:08-05:00	 400
2264397	2017-11-25T23:41:08-05:00	 400
2275384	2017-11-25T23:41:08-05:00	 400
2287781	2017-11-25T23:41:08-05:00	 400
2300660	2017-11-25T23:41:08-05:00	 400
2309096	2017-11-25T23:41:09-05:00	 400
2328926	2017-11-25T23:41:09-05:00	 400
2361809	2017-11-25T23:41:09-05:00	 400
2363686	2017-11-25T23:41:09-05:00	 400
2372248	2017-11-25T23:41:09-05:00	 400
2378080	2017-11-25T23:41:09-05:00	 400
2395170	2017-11-25T23:41:09-05:00	 400
2400553	2017-11-25T23:41:09-05:00	 400
2403846	2017-11-25T23:41:09-05:00	 400
2410758	2017-11-25T23:41:09-05:00	 400
2411586	2017-11-25T23:41:09-05:00	 400
2413451	2017-11-25T23:41:09-05:00	 400
2420477	2017-11-25T23:41:09-05:00	 400
2434508	2017-11-25T23:41:09-05:00	 400
2440476	2017-11-25T23:41:09-05:00	 400
2453866	2017-11-25T23:41:09-05:00	 400
2461445	2017-11-25T23:41:09-05:00	 400
2464461	2017-11-25T23:41:09-05:00	 400
2510769	2017-11-25T23:41:09-05:00	 400
2542007	2017-11-25T23:41:09-05:00	 400
2562770	2017-11-25T23:41:09-05:00	 400
2589581	2017-11-25T23:41:09-05:00	 400
2622320	2017-11-25T23:41:09-05:00	 400
2623032	2017-11-25T23:41:09-05:00	 400
2629691	2017-11-25T23:41:09-05:00	 400
2635167	2017-11-25T23:41:09-05:00	 400
2658434	2017-11-25T23:41:09-05:00	 400
2661886	2017-11-25T23:41:09-05:00	 400
2750405	2017-11-25T23:41:09-05:00	 400
2782113	2017-11-25T23:41:09-05:00	 400
2802361	2017-11-25T23:41:09-05:00	 400
2921044	2017-11-25T23:41:09-05:00	 400
2960313	2017-11-25T23:41:09-05:00	 400
2963597	2017-11-25T23:41:09-05:00	 400
2993457	2017-11-25T23:41:09-05:00	 400
3017382	2017-11-25T23:41:09-05:00	 400
3041565	2017-11-25T23:41:09-05:00	 400
3042058	2017-11-25T23:41:09-05:00	 400
3042142	2017-11-25T23:41:09-05:00	 400
3042225	2017-11-25T23:41:09-05:00	 400
3042362	2017-11-25T23:41:09-05:00	 400
3057568	2017-11-25T23:41:09-05:00	 400
3077311	2017-11-25T23:41:09-05:00	 400
3144096	2017-11-25T23:41:09-05:00	 400
3164670	2017-11-25T23:41:09-05:00	 400
3168068	2017-11-25T23:41:09-05:00	 400
3175395	2017-11-25T23:41:09-05:00	 400
3190538	2017-11-25T23:41:09-05:00	 400
3194884	2017-11-25T23:41:09-05:00	 400
3202326	2017-11-25T23:41:09-05:00	 400
3277605	2017-11-25T23:41:09-05:00	 400
3351879	2017-11-25T23:41:09-05:00	 400
3355338	2017-11-25T23:41:09-05:00	 400
3370751	2017-11-25T23:41:09-05:00	 400
3371123	2017-11-25T23:41:09-05:00	 400
3374084	2017-11-25T23:41:09-05:00	 400
3374766	2017-11-25T23:41:09-05:00	 400
3378535	2017-11-25T23:41:09-05:00	 400
3381670	2017-11-25T23:41:09-05:00	 400
3382998	2017-11-25T23:41:09-05:00	 400
3424932	2017-11-25T23:41:09-05:00	 400
3425505	2017-11-25T23:41:09-05:00	 400
3437598	2017-11-25T23:41:10-05:00	 400
3439705	2017-11-25T23:41:10-05:00	 400
3469034	2017-11-25T23:41:10-05:00	 400
3474414	2017-11-25T23:41:10-05:00	 400
3474415	2017-11-25T23:41:10-05:00	 400
3489940	2017-11-25T23:41:10-05:00	 400
3508796	2017-11-25T23:41:10-05:00	 400
3562981	2017-11-25T23:41:10-05:00	 400
3570311	2017-11-25T23:41:10-05:00	 400
3572887	2017-11-25T23:41:10-05:00	 400
3573345	2017-11-25T23:41:10-05:00	 400
3573511	2017-11-25T23:41:10-05:00	 400
3573591	2017-11-25T23:41:10-05:00	 400
3575174	2017-11-25T23:41:10-05:00	 400
3575830	2017-11-25T23:41:10-05:00	 400
3576396	2017-11-25T23:41:10-05:00	 400
3576468	2017-11-25T23:41:10-05:00	 400
3576916	2017-11-25T23:41:10-05:00	 400
3577279	2017-11-25T23:41:10-05:00	 400
3577718	2017-11-25T23:41:10-05:00	 400
3577815	2017-11-25T23:41:10-05:00	 400
3578097	2017-11-25T23:41:10-05:00	 400
3578421	2017-11-25T23:41:10-05:00	 400
3578476	2017-11-25T23:41:10-05:00	 400
3579143	2017-11-25T23:41:10-05:00	 400
3580239	2017-11-25T23:41:10-05:00	 400
3580718	2017-11-25T23:41:10-05:00	 400
3582678	2017-11-25T23:41:10-05:00	 400
3585968	2017-11-25T23:41:10-05:00	 400
3595528	2017-11-25T23:41:10-05:00	 400
3608932	2017-11-25T23:41:10-05:00	 400
3617476	2017-11-25T23:41:10-05:00	 400
3624060	2017-11-25T23:41:10-05:00	 400
3625428	2017-11-25T23:41:10-05:00	 400
3658394	2017-11-25T23:41:10-05:00	 400
3686110	2017-11-25T23:41:10-05:00	 400
3703430	2017-11-25T23:41:10-05:00	 400
3723988	2017-11-25T23:41:10-05:00	 400
3865483	2017-11-25T23:41:10-05:00	 400
3895114	2017-11-25T23:41:10-05:00	 400
3923057	2017-11-25T23:41:10-05:00	 400
3932488	2017-11-25T23:41:10-05:00	 400
3996063	2017-11-25T23:41:10-05:00	 400
4030656	2017-11-25T23:41:10-05:00	 400
4030699	2017-11-25T23:41:10-05:00	 400
4030945	2017-11-25T23:41:10-05:00	 400
4031074	2017-11-25T23:41:10-05:00	 400
4032283	2017-11-25T23:41:10-05:00	 400
4034749	2017-11-25T23:41:10-05:00	 400
4034894	2017-11-25T23:41:10-05:00	 400
4036232	2017-11-25T23:41:10-05:00	 400
4041468	2017-11-25T23:41:10-05:00	 400
4043988	2017-11-25T23:41:10-05:00	 400
4566966	2017-11-25T23:41:10-05:00	 400
4796775	2017-11-25T23:41:10-05:00	 400
5854968	2017-11-25T23:41:10-05:00	 400
6251999	2017-11-25T23:41:10-05:00	 400
6252001	2017-11-25T23:41:10-05:00	 400
6254930	2017-11-25T23:41:10-05:00	 400
6290252	2017-11-25T23:41:10-05:00	 400
7609695	2017-11-25T23:41:10-05:00	 400
7626836	2017-11-25T23:41:10-05:00	 400
7626844	2017-11-25T23:41:10-05:00	 400
7909807	2017-11-25T23:41:10-05:00	 400
4043988	2017-11-25T23:41:11-05:00	 400
