ecozone	biome	ecoregion	country_e	geonames_id
Palearctic	Deserts and xeric shrublands	Central Asian riparian woodlands	Kazakhstan	1522867
Palearctic	Deserts and xeric shrublands	Central Asian southern desert	Kazakhstan	1522867
Palearctic	Deserts and xeric shrublands	Junggar Basin semi-desert	Kazakhstan	1522867
Palearctic	Deserts and xeric shrublands	Kazakh semi-desert	Kazakhstan	1522867
Afrotropic	Tropical and subtropical moist broadleaf forests	East African montane forests	Kenya	192950
Afrotropic	Tropical and subtropical moist broadleaf forests	Eastern Arc forests	Kenya	192950
Afrotropic	Tropical and subtropical moist broadleaf forests	Northern Zanzibar-Inhambane coastal forest mosaic	Kenya	192950
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Northern Acacia-Commiphora bushlands and thickets	Kenya	192950
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Somali Acacia-Commiphora bushlands and thickets	Kenya	192950
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Southern Acacia-Commiphora bushlands and thickets	Kenya	192950
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Victoria Basin forest-savanna mosaic	Kenya	192950
Afrotropic	Flooded grasslands and savannas	East African halophytics	Kenya	192950
Afrotropic	Montane grasslands and shrublands	East African montane moorlands	Kenya	192950
Afrotropic	Deserts and xeric shrublands	Masai xeric grasslands and shrublands	Kenya	192950
Afrotropic	Mangrove	East African mangroves	Kenya	192950
Oceania	Tropical and subtropical moist broadleaf forests	Central Polynesian tropical moist forests	Kiribati	4030945
Oceania	Tropical and subtropical moist broadleaf forests	Western Polynesian tropical moist forests	Kiribati	4030945
Palearctic	Temperate broadleaf and mixed forests	Central Korean deciduous forests	Korea Republic of	1835841
Palearctic	Temperate broadleaf and mixed forests	Manchurian mixed forests	Korea Republic of	1835841
Palearctic	Temperate broadleaf and mixed forests	Southern Korea evergreen forests	Korea Republic of	1835841
Palearctic	Deserts and xeric shrublands	Arabian Desert and East Sahero-Arabian xeric shrublands	Kuwait	285570
Palearctic	Deserts and xeric shrublands	Persian Gulf desert and semi-desert	Kuwait	285570
Palearctic	Temperate coniferous forests	Tian Shan montane conifer forests	Kyrgyzstan	1527747
Palearctic	Temperate grasslands savannas and shrublands	Alai-Western Tian Shan steppe	Kyrgyzstan	1527747
Palearctic	Temperate grasslands savannas and shrublands	Gissaro-Alai open woodlands	Kyrgyzstan	1527747
Palearctic	Temperate grasslands savannas and shrublands	Tian Shan foothill arid steppe	Kyrgyzstan	1527747
Palearctic	Montane grasslands and shrublands	Pamir alpine desert and tundra	Kyrgyzstan	1527747
Palearctic	Montane grasslands and shrublands	Tian Shan montane steppe and meadows	Kyrgyzstan	1527747
Palearctic	Deserts and xeric shrublands	Central Asian northern desert	Kyrgyzstan	1527747
Indomalayan	Tropical and subtropical moist broadleaf forests	Luang Prabang montane rain forests	Lao People's Democratic Republic	1655842
Indomalayan	Tropical and subtropical moist broadleaf forests	Northern Annamites rain forests	Lao People's Democratic Republic	1655842
Indomalayan	Tropical and subtropical moist broadleaf forests	Northern Indochina subtropical forests	Lao People's Democratic Republic	1655842
Indomalayan	Tropical and subtropical moist broadleaf forests	Northern Khorat Plateau moist deciduous forests	Lao People's Democratic Republic	1655842
Indomalayan	Tropical and subtropical moist broadleaf forests	Northern Thailand-Laos moist deciduous forests	Lao People's Democratic Republic	1655842
Indomalayan	Tropical and subtropical moist broadleaf forests	Southern Annamites montane rain forests	Lao People's Democratic Republic	1655842
Indomalayan	Tropical and subtropical dry broadleaf forests	Central Indochina dry forests	Lao People's Democratic Republic	1655842
Indomalayan	Tropical and subtropical dry broadleaf forests	Southeastern Indochina dry evergreen forests	Lao People's Democratic Republic	1655842
Palearctic	Temperate broadleaf and mixed forests	Sarmatic mixed forests	Latvia	458258
Palearctic	Mediterranean forests woodlands and shrub	Eastern Mediterranean conifer-sclerophyllous-broadleaf forests	Lebanon	272103
Palearctic	Mediterranean forests woodlands and shrub	Southern Anatolian montane conifer and deciduous forests	Lebanon	272103
Afrotropic	Montane grasslands and shrublands	Drakensberg alti-montane grasslands and woodlands	Lesotho	932692
Afrotropic	Montane grasslands and shrublands	Drakensberg montane grasslands	Lesotho	932692
Afrotropic	Montane grasslands and shrublands	Highveld grasslands	Lesotho	932692
Afrotropic	Tropical and subtropical moist broadleaf forests	Guinean montane forests	Liberia	2275384
Afrotropic	Tropical and subtropical moist broadleaf forests	Western Guinean lowland forests	Liberia	2275384
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Guinean forest-savanna mosaic	Liberia	2275384
Afrotropic	Mangrove	Guinean mangroves	Liberia	2275384
Palearctic	Flooded grasslands and savannas	Saharan halophytics	Libyan Arab Jamahiriya	2215636
Palearctic	Mediterranean forests woodlands and shrub	Mediterranean dry woodlands and steppe	Libyan Arab Jamahiriya	2215636
Palearctic	Mediterranean forests woodlands and shrub	Mediterranean woodlands and forests	Libyan Arab Jamahiriya	2215636
Palearctic	Deserts and xeric shrublands	North Saharan steppe and woodlands	Libyan Arab Jamahiriya	2215636
Palearctic	Deserts and xeric shrublands	Sahara desert	Libyan Arab Jamahiriya	2215636
Palearctic	Deserts and xeric shrublands	Tibesti-Jebel Uweinat montane xeric woodlands	Libyan Arab Jamahiriya	2215636
Palearctic	Deserts and xeric shrublands	West Saharan montane xeric woodlands	Libyan Arab Jamahiriya	2215636
Palearctic	Temperate coniferous forests	Alps conifer and mixed forests	Liechtenstein	3042058
Palearctic	Temperate broadleaf and mixed forests	Central European mixed forests	Lithuania	597427
Palearctic	Temperate broadleaf and mixed forests	Sarmatic mixed forests	Lithuania	597427
Palearctic	Temperate broadleaf and mixed forests	Balkan mixed forests	Macedonia Republic of	718075
Palearctic	Temperate broadleaf and mixed forests	Rodope montane mixed forests	Macedonia Republic of	718075
Palearctic	Mediterranean forests woodlands and shrub	Aegean and Western Turkey sclerophyllous and mixed forests	Macedonia Republic of	718075
Palearctic	Mediterranean forests woodlands and shrub	Pindus Mountains mixed forests	Macedonia Republic of	718075
Afrotropic	Tropical and subtropical moist broadleaf forests	Madagascar lowland forests	Madagascar	1062947
Afrotropic	Tropical and subtropical moist broadleaf forests	Madagascar subhumid forests	Madagascar	1062947
Afrotropic	Tropical and subtropical dry broadleaf forests	Madagascar dry deciduous forests	Madagascar	1062947
Afrotropic	Montane grasslands and shrublands	Madagascar ericoid thickets	Madagascar	1062947
Afrotropic	Deserts and xeric shrublands	Madagascar spiny thickets	Madagascar	1062947
Afrotropic	Deserts and xeric shrublands	Madagascar succulent woodlands	Madagascar	1062947
Afrotropic	Mangrove	Madagascar mangroves	Madagascar	1062947
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Central Zambezian Miombo woodlands	Malawi	927384
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Eastern Miombo woodlands	Malawi	927384
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Southern Miombo woodlands	Malawi	927384
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Zambezian and Mopane woodlands	Malawi	927384
Afrotropic	Flooded grasslands and savannas	Zambezian flooded grasslands	Malawi	927384
Afrotropic	Montane grasslands and shrublands	South Malawi montane forest-grassland mosaic	Malawi	927384
Afrotropic	Montane grasslands and shrublands	Southern Rift montane forest-grassland mosaic	Malawi	927384
Indomalayan	Tropical and subtropical moist broadleaf forests	Borneo lowland rain forests	Malaysia	1733045
Indomalayan	Tropical and subtropical moist broadleaf forests	Borneo montane rain forests	Malaysia	1733045
Indomalayan	Tropical and subtropical moist broadleaf forests	Borneo peat swamp forests	Malaysia	1733045
Indomalayan	Tropical and subtropical moist broadleaf forests	Peninsular Malaysian montane rain forests	Malaysia	1733045
Indomalayan	Tropical and subtropical moist broadleaf forests	Peninsular Malaysian peat swamp forests	Malaysia	1733045
Indomalayan	Tropical and subtropical moist broadleaf forests	Peninsular Malaysian rain forests	Malaysia	1733045
Indomalayan	Tropical and subtropical moist broadleaf forests	South China Sea Islands	Malaysia	1733045
Indomalayan	Tropical and subtropical moist broadleaf forests	Sundaland heath forests	Malaysia	1733045
Indomalayan	Tropical and subtropical moist broadleaf forests	Tenasserim-South Thailand semi-evergreen rain forests	Malaysia	1733045
Indomalayan	Montane grasslands and shrublands	Kinabalu montane alpine meadows	Malaysia	1733045
Indomalayan	Mangrove	Myanmar Coast mangroves	Malaysia	1733045
Indomalayan	Mangrove	Sunda Shelf mangroves	Malaysia	1733045
Indomalayan	Tropical and subtropical moist broadleaf forests	Maldives-Lakshadweep-Chagos Archipelago tropical moist forests	Maldives	1282028
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Sahelian Acacia savanna	Mali	2453866
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	West Sudanian savanna	Mali	2453866
Afrotropic	Flooded grasslands and savannas	Inner Niger Delta flooded savanna	Mali	2453866
Palearctic	Deserts and xeric shrublands	Sahara desert	Mali	2453866
Palearctic	Deserts and xeric shrublands	South Saharan steppe and woodlands	Mali	2453866
Palearctic	Deserts and xeric shrublands	West Saharan montane xeric woodlands	Mali	2453866
Oceania	Tropical and subtropical moist broadleaf forests	Eastern Micronesia tropical moist forests	Marshall Islands	2080185
Neotropic	Tropical and subtropical moist broadleaf forests	Windward Islands moist forests	Martinique	3570311
Neotropic	Tropical and subtropical dry broadleaf forests	Leeward Islands dry forests	Martinique	3570311
Neotropic	Tropical and subtropical dry broadleaf forests	Windward Islands dry forests	Martinique	3570311
Neotropic	Deserts and xeric shrublands	Windward Islands xeric scrub	Martinique	3570311
Neotropic	Mangrove	Lesser Antilles mangroves	Martinique	3570311
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Sahelian Acacia savanna	Mauritania	2378080
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	West Sudanian savanna	Mauritania	2378080
Palearctic	Flooded grasslands and savannas	Saharan halophytics	Mauritania	2378080
Palearctic	Deserts and xeric shrublands	Atlantic coastal desert	Mauritania	2378080
Palearctic	Deserts and xeric shrublands	North Saharan steppe and woodlands	Mauritania	2378080
Palearctic	Deserts and xeric shrublands	Sahara desert	Mauritania	2378080
Palearctic	Deserts and xeric shrublands	South Saharan steppe and woodlands	Mauritania	2378080
Palearctic	Deserts and xeric shrublands	West Saharan montane xeric woodlands	Mauritania	2378080
Afrotropic	Tropical and subtropical moist broadleaf forests	Mascarene forests	Mauritius	934292
Nearctic	Tropical and subtropical dry broadleaf forests	Sonoran-Sinaloan transition subtropical dry forest	Mexico	3996063
Nearctic	Tropical and subtropical coniferous forests	Sierra Madre Occidental pine-oak forests	Mexico	3996063
Nearctic	Tropical and subtropical coniferous forests	Sierra Madre Oriental pine-oak forests	Mexico	3996063
Nearctic	Temperate coniferous forests	Sierra Juarez and San Pedro Martir pine-oak forests	Mexico	3996063
Nearctic	Tropical and subtropical grasslands savannas and shrublands	Western Gulf coastal grasslands	Mexico	3996063
Nearctic	Mediterranean forests woodlands and shrub	California coastal sage and chaparral	Mexico	3996063
Nearctic	Deserts and xeric shrublands	Baja California desert	Mexico	3996063
Nearctic	Deserts and xeric shrublands	Central Mexican matorral	Mexico	3996063
Nearctic	Deserts and xeric shrublands	Chihuahuan desert	Mexico	3996063
Nearctic	Deserts and xeric shrublands	Gulf of California xeric scrub	Mexico	3996063
Nearctic	Deserts and xeric shrublands	Meseta Central matorral	Mexico	3996063
Nearctic	Deserts and xeric shrublands	Sonoran desert	Mexico	3996063
Nearctic	Deserts and xeric shrublands	Tamaulipan matorral	Mexico	3996063
Nearctic	Deserts and xeric shrublands	Tamaulipan mezquital	Mexico	3996063
Nearctic	Mangrove	Northwest Mexican Coast mangroves	Mexico	3996063
Neotropic	Tropical and subtropical moist broadleaf forests	Chiapas montane forests	Mexico	3996063
Neotropic	Tropical and subtropical moist broadleaf forests	Chimalapas montane forests	Mexico	3996063
Neotropic	Tropical and subtropical moist broadleaf forests	Oaxacan montane forests	Mexico	3996063
Neotropic	Tropical and subtropical moist broadleaf forests	Pantanos de Centla	Mexico	3996063
Neotropic	Tropical and subtropical moist broadleaf forests	Petén-Veracruz moist forests	Mexico	3996063
Neotropic	Tropical and subtropical moist broadleaf forests	Sierra Madre de Chiapas moist forest	Mexico	3996063
Neotropic	Tropical and subtropical moist broadleaf forests	Sierra de los Tuxtlas	Mexico	3996063
Neotropic	Tropical and subtropical moist broadleaf forests	Veracruz moist forests	Mexico	3996063
Neotropic	Tropical and subtropical moist broadleaf forests	Veracruz montane forests	Mexico	3996063
Neotropic	Tropical and subtropical moist broadleaf forests	Yucatán moist forests	Mexico	3996063
Neotropic	Tropical and subtropical dry broadleaf forests	Bajío dry forests	Mexico	3996063
Neotropic	Tropical and subtropical dry broadleaf forests	Balsas dry forests	Mexico	3996063
Neotropic	Tropical and subtropical dry broadleaf forests	Central American dry forests	Mexico	3996063
Neotropic	Tropical and subtropical dry broadleaf forests	Chiapas Depression dry forests	Mexico	3996063
Neotropic	Tropical and subtropical dry broadleaf forests	Islas Revillagigedo dry forests	Mexico	3996063
Neotropic	Tropical and subtropical dry broadleaf forests	Jalisco dry forests	Mexico	3996063
Neotropic	Tropical and subtropical dry broadleaf forests	Sierra de la Laguna dry forests	Mexico	3996063
Neotropic	Tropical and subtropical dry broadleaf forests	Sinaloan dry forests	Mexico	3996063
Neotropic	Tropical and subtropical dry broadleaf forests	Southern Pacific dry forests	Mexico	3996063
Neotropic	Tropical and subtropical dry broadleaf forests	Veracruz dry forests	Mexico	3996063
Neotropic	Tropical and subtropical dry broadleaf forests	Yucatán dry forests	Mexico	3996063
Neotropic	Tropical and subtropical coniferous forests	Central American pine-oak forests	Mexico	3996063
Neotropic	Tropical and subtropical coniferous forests	Sierra Madre de Oaxaca pine-oak forests	Mexico	3996063
Neotropic	Tropical and subtropical coniferous forests	Sierra Madre del Sur pine-oak forests	Mexico	3996063
Neotropic	Tropical and subtropical coniferous forests	Sierra de la Laguna pine-oak forests	Mexico	3996063
Neotropic	Tropical and subtropical coniferous forests	Trans-Mexican Volcanic Belt pine-oak forests	Mexico	3996063
Neotropic	Flooded grasslands and savannas	Central Mexican wetlands	Mexico	3996063
Neotropic	Montane grasslands and shrublands	Zacatonal	Mexico	3996063
Neotropic	Deserts and xeric shrublands	Aruba-Curaçao-Bonaire cactus scrub	Mexico	3996063
Neotropic	Deserts and xeric shrublands	San Lucan xeric scrub	Mexico	3996063
Neotropic	Deserts and xeric shrublands	Tehuacán Valley matorral	Mexico	3996063
Neotropic	Mangrove	Alvarado mangroves	Mexico	3996063
Neotropic	Mangrove	Marismas Nacionales-San Blas mangroves	Mexico	3996063
Neotropic	Mangrove	Mayan Corridor mangroves	Mexico	3996063
Neotropic	Mangrove	Mexican South Pacific Coast mangroves	Mexico	3996063
Neotropic	Mangrove	Petenes mangroves	Mexico	3996063
Neotropic	Mangrove	Ría Lagartos mangroves	Mexico	3996063
Neotropic	Mangrove	Tehuantepec-El Manchon mangroves	Mexico	3996063
Neotropic	Mangrove	Usumacinta mangroves	Mexico	3996063
Oceania	Tropical and subtropical moist broadleaf forests	Carolines tropical moist forests	Micronesia Federated States of	2081918
Oceania	Tropical and subtropical dry broadleaf forests	Yap tropical dry forests	Micronesia Federated States of	2081918
Palearctic	Temperate broadleaf and mixed forests	Central European mixed forests	Moldova	617790
Palearctic	Temperate broadleaf and mixed forests	East European forest steppe	Moldova	617790
Palearctic	Temperate grasslands savannas and shrublands	Pontic steppe	Moldova	617790
Palearctic	Temperate coniferous forests	Altai montane forest and forest steppe	Mongolia	2029969
Palearctic	Temperate coniferous forests	Khangai Mountains conifer forests	Mongolia	2029969
Palearctic	Temperate coniferous forests	Sayan montane conifer forests	Mongolia	2029969
Palearctic	Boreal forests/taiga	Trans-Baikal conifer forests	Mongolia	2029969
Palearctic	Temperate grasslands savannas and shrublands	Daurian forest steppe	Mongolia	2029969
Palearctic	Temperate grasslands savannas and shrublands	Mongolian-Manchurian grassland	Mongolia	2029969
Palearctic	Temperate grasslands savannas and shrublands	Sayan Intermontane steppe	Mongolia	2029969
Palearctic	Temperate grasslands savannas and shrublands	Selenge-Orkhon forest steppe	Mongolia	2029969
Palearctic	Montane grasslands and shrublands	Altai alpine meadow and tundra	Mongolia	2029969
Palearctic	Montane grasslands and shrublands	Khangai Mountains alpine meadow	Mongolia	2029969
Palearctic	Montane grasslands and shrublands	Sayan alpine meadows and tundra	Mongolia	2029969
Palearctic	Deserts and xeric shrublands	Alashan Plateau semi-desert	Mongolia	2029969
Palearctic	Deserts and xeric shrublands	Eastern Gobi desert steppe	Mongolia	2029969
Palearctic	Deserts and xeric shrublands	Gobi Lakes Valley desert steppe	Mongolia	2029969
Palearctic	Deserts and xeric shrublands	Great Lakes Basin desert steppe	Mongolia	2029969
Palearctic	Deserts and xeric shrublands	Junggar Basin semi-desert	Mongolia	2029969
Palearctic	Temperate broadleaf and mixed forests	Balkan mixed forests	Montenegro	3194884
Palearctic	Temperate broadleaf and mixed forests	Dinaric Mountains mixed forests	Montenegro	3194884
Palearctic	Mediterranean forests woodlands and shrub	Illyrian deciduous forests	Montenegro	3194884
Neotropic	Tropical and subtropical moist broadleaf forests	Leeward Islands moist forests	Montserrat	3578097
Neotropic	Tropical and subtropical dry broadleaf forests	Leeward Islands dry forests	Montserrat	3578097
Palearctic	Temperate coniferous forests	Mediterranean conifer and mixed forests	Morocco	2542007
Palearctic	Montane grasslands and shrublands	Mediterranean High Atlas juniper steppe	Morocco	2542007
Palearctic	Mediterranean forests woodlands and shrub	Mediterranean acacia-argania dry woodlands and succulent thickets	Morocco	2542007
Palearctic	Mediterranean forests woodlands and shrub	Mediterranean dry woodlands and steppe	Morocco	2542007
Palearctic	Mediterranean forests woodlands and shrub	Mediterranean woodlands and forests	Morocco	2542007
Palearctic	Deserts and xeric shrublands	North Saharan steppe and woodlands	Morocco	2542007
Afrotropic	Tropical and subtropical moist broadleaf forests	Maputaland coastal forest mosaic	Mozambique	1036973
Afrotropic	Tropical and subtropical moist broadleaf forests	Southern Zanzibar-Inhambane coastal forest mosaic	Mozambique	1036973
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Eastern Miombo woodlands	Mozambique	1036973
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Southern Africa bushveld	Mozambique	1036973
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Southern Miombo woodlands	Mozambique	1036973
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Zambezian and Mopane woodlands	Mozambique	1036973
Afrotropic	Flooded grasslands and savannas	Zambezian coastal flooded savanna	Mozambique	1036973
Afrotropic	Flooded grasslands and savannas	Zambezian flooded grasslands	Mozambique	1036973
Afrotropic	Montane grasslands and shrublands	Eastern Zimbabwe montane forest-grassland mosaic	Mozambique	1036973
Afrotropic	Montane grasslands and shrublands	Southern Rift montane forest-grassland mosaic	Mozambique	1036973
Afrotropic	Mangrove	East African mangroves	Mozambique	1036973
Afrotropic	Mangrove	Southern Africa mangroves	Mozambique	1036973
Indomalayan	Tropical and subtropical moist broadleaf forests	Chin Hills-Arakan Yoma montane forests	Myanmar	1327865
Indomalayan	Tropical and subtropical moist broadleaf forests	Irrawaddy freshwater swamp forests	Myanmar	1327865
Indomalayan	Tropical and subtropical moist broadleaf forests	Irrawaddy moist deciduous forests	Myanmar	1327865
Indomalayan	Tropical and subtropical moist broadleaf forests	Kayah-Karen montane rain forests	Myanmar	1327865
Indomalayan	Tropical and subtropical moist broadleaf forests	Mizoram-Manipur-Kachin rain forests	Myanmar	1327865
Indomalayan	Tropical and subtropical moist broadleaf forests	Myanmar coastal rain forests	Myanmar	1327865
Indomalayan	Tropical and subtropical moist broadleaf forests	Northern Indochina subtropical forests	Myanmar	1327865
Indomalayan	Tropical and subtropical moist broadleaf forests	Northern Triangle subtropical forests	Myanmar	1327865
Indomalayan	Tropical and subtropical moist broadleaf forests	Tenasserim-South Thailand semi-evergreen rain forests	Myanmar	1327865
Indomalayan	Tropical and subtropical dry broadleaf forests	Irrawaddy dry forests	Myanmar	1327865
Indomalayan	Tropical and subtropical coniferous forests	Northeast India-Myanmar pine forests	Myanmar	1327865
Indomalayan	Temperate broadleaf and mixed forests	Northern Triangle temperate forests	Myanmar	1327865
Indomalayan	Mangrove	Myanmar Coast mangroves	Myanmar	1327865
Palearctic	Temperate coniferous forests	Nujiang Langcang Gorge alpine conifer and mixed forests	Myanmar	1327865
Palearctic	Montane grasslands and shrublands	Eastern Himalayan alpine shrub and meadows	Myanmar	1327865
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Angolan Mopane woodlands	Namibia	3355338
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Kalahari Acacia-Baikiaea woodlands	Namibia	3355338
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Zambezian Baikiaea woodlands	Namibia	3355338
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Zambezian and Mopane woodlands	Namibia	3355338
Afrotropic	Flooded grasslands and savannas	Etosha Pan halophytics	Namibia	3355338
Afrotropic	Flooded grasslands and savannas	Zambezian flooded grasslands	Namibia	3355338
Afrotropic	Deserts and xeric shrublands	Kalahari xeric savanna	Namibia	3355338
Afrotropic	Deserts and xeric shrublands	Kaokoveld desert	Namibia	3355338
Afrotropic	Deserts and xeric shrublands	Nama Karoo	Namibia	3355338
Afrotropic	Deserts and xeric shrublands	Namib desert	Namibia	3355338
Afrotropic	Deserts and xeric shrublands	Namibian savanna woodlands	Namibia	3355338
Afrotropic	Deserts and xeric shrublands	Succulent Karoo	Namibia	3355338
Oceania	Tropical and subtropical moist broadleaf forests	Eastern Micronesia tropical moist forests	Nauru	2110425
Indomalayan	Tropical and subtropical moist broadleaf forests	Himalayan subtropical broadleaf forests	Nepal	1282988
Indomalayan	Tropical and subtropical moist broadleaf forests	Lower Gangetic Plains moist deciduous forests	Nepal	1282988
Indomalayan	Tropical and subtropical coniferous forests	Himalayan subtropical pine forests	Nepal	1282988
Indomalayan	Temperate broadleaf and mixed forests	Eastern Himalayan broadleaf forests	Nepal	1282988
Indomalayan	Temperate broadleaf and mixed forests	Western Himalayan broadleaf forests	Nepal	1282988
Indomalayan	Temperate coniferous forests	Eastern Himalayan subalpine conifer forests	Nepal	1282988
Indomalayan	Temperate coniferous forests	Western Himalayan subalpine conifer forests	Nepal	1282988
Indomalayan	Tropical and subtropical grasslands savannas and shrublands	Terai-Duar savanna and grasslands	Nepal	1282988
Palearctic	Montane grasslands and shrublands	Eastern Himalayan alpine shrub and meadows	Nepal	1282988
Palearctic	Montane grasslands and shrublands	Western Himalayan alpine shrub and meadows	Nepal	1282988
Palearctic	Temperate broadleaf and mixed forests	Atlantic mixed forests	Netherlands	2750405
Australasia	Tropical and subtropical moist broadleaf forests	New Caledonia rain forests	New Caledonia	2139685
Australasia	Tropical and subtropical dry broadleaf forests	New Caledonia dry forests	New Caledonia	2139685
Australasia	Temperate broadleaf and mixed forests	Chatham Island temperate forests	New Zealand	2186224
Australasia	Temperate broadleaf and mixed forests	Fiordland temperate forests	New Zealand	2186224
Australasia	Temperate broadleaf and mixed forests	Nelson Coast temperate forests	New Zealand	2186224
Australasia	Temperate broadleaf and mixed forests	North Island temperate forests	New Zealand	2186224
Australasia	Temperate broadleaf and mixed forests	Northland temperate kauri forests	New Zealand	2186224
Australasia	Temperate broadleaf and mixed forests	Rakiura Island temperate forests	New Zealand	2186224
Australasia	Temperate broadleaf and mixed forests	Richmond temperate forests	New Zealand	2186224
Australasia	Temperate broadleaf and mixed forests	Southland temperate forests	New Zealand	2186224
Australasia	Temperate broadleaf and mixed forests	Westland temperate forests	New Zealand	2186224
Australasia	Temperate grasslands savannas and shrublands	Canterbury-Otago tussock grasslands	New Zealand	2186224
Australasia	Montane grasslands and shrublands	South Island montane grasslands	New Zealand	2186224
Australasia	Tundra	Antipodes Subantarctic Islands tundra	New Zealand	2186224
Oceania	Tropical and subtropical moist broadleaf forests	Kermadec Islands subtropical moist forests	New Zealand	2186224
Neotropic	Tropical and subtropical moist broadleaf forests	Cayos Miskitos-San Andrés and Providencia moist forests	Nicaragua	3617476
Neotropic	Tropical and subtropical moist broadleaf forests	Central American Atlantic moist forests	Nicaragua	3617476
Neotropic	Tropical and subtropical moist broadleaf forests	Central American montane forests	Nicaragua	3617476
Neotropic	Tropical and subtropical moist broadleaf forests	Costa Rican seasonal moist forests	Nicaragua	3617476
Neotropic	Tropical and subtropical moist broadleaf forests	Isthmian-Atlantic moist forests	Nicaragua	3617476
Neotropic	Tropical and subtropical dry broadleaf forests	Central American dry forests	Nicaragua	3617476
Neotropic	Tropical and subtropical coniferous forests	Central American pine-oak forests	Nicaragua	3617476
Neotropic	Tropical and subtropical coniferous forests	Miskito pine forests	Nicaragua	3617476
Neotropic	Mangrove	Gulf of Fonseca mangroves	Nicaragua	3617476
Neotropic	Mangrove	Lesser Antilles mangroves	Nicaragua	3617476
Neotropic	Mangrove	Mosquitia-Nicaraguan Caribbean Coast mangroves	Nicaragua	3617476
Neotropic	Mangrove	Northern Dry Pacific Coast mangroves	Nicaragua	3617476
Neotropic	Mangrove	Rio Negro-Rio San Sun mangroves	Nicaragua	3617476
Neotropic	Mangrove	Southern Dry Pacific Coast mangroves	Nicaragua	3617476
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Sahelian Acacia savanna	Niger	2440476
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	West Sudanian savanna	Niger	2440476
Afrotropic	Flooded grasslands and savannas	Lake Chad flooded savanna	Niger	2440476
Palearctic	Deserts and xeric shrublands	Sahara desert	Niger	2440476
Palearctic	Deserts and xeric shrublands	South Saharan steppe and woodlands	Niger	2440476
Palearctic	Deserts and xeric shrublands	West Saharan montane xeric woodlands	Niger	2440476
Afrotropic	Tropical and subtropical moist broadleaf forests	Cameroonian Highlands forests	Nigeria	2328926
Afrotropic	Tropical and subtropical moist broadleaf forests	Cross-Niger transition forests	Nigeria	2328926
Afrotropic	Tropical and subtropical moist broadleaf forests	Cross-Sanaga-Bioko coastal forests	Nigeria	2328926
Afrotropic	Tropical and subtropical moist broadleaf forests	Niger Delta swamp forests	Nigeria	2328926
Afrotropic	Tropical and subtropical moist broadleaf forests	Nigerian lowland forests	Nigeria	2328926
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	East Sudanian savanna	Nigeria	2328926
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Guinean forest-savanna mosaic	Nigeria	2328926
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Mandara Plateau mosaic	Nigeria	2328926
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Sahelian Acacia savanna	Nigeria	2328926
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	West Sudanian savanna	Nigeria	2328926
Afrotropic	Flooded grasslands and savannas	Lake Chad flooded savanna	Nigeria	2328926
Afrotropic	Montane grasslands and shrublands	Jos Plateau forest-grassland mosaic	Nigeria	2328926
Afrotropic	Mangrove	Central African mangroves	Nigeria	2328926
Oceania	Tropical and subtropical moist broadleaf forests	Tongan tropical moist forests	Niue	4036232
Australasia	Tropical and subtropical moist broadleaf forests	Norfolk Island subtropical forests	Norfolk Island	2155115
Oceania	Tropical and subtropical dry broadleaf forests	Marianas tropical dry forests	Northern Mariana Islands	4041468
Palearctic	Temperate broadleaf and mixed forests	Sarmatic mixed forests	Norway	3144096
Palearctic	Temperate coniferous forests	Scandinavian coastal conifer forests	Norway	3144096
Palearctic	Boreal forests/taiga	Scandinavian and Russian taiga	Norway	3144096
Palearctic	Tundra	Kola Peninsula tundra	Norway	3144096
Palearctic	Tundra	Scandinavian Montane Birch forest and grasslands	Norway	3144096
Afrotropic	Temperate grasslands savannas and shrublands	Al Hajar Al Gharbi montane woodlands	Oman	286963
