ecozone	biome	ecoregion	country_e	geonames_id
Indomalayan	Mangrove	Indochina mangroves	Thailand	1605651
Indomalayan	Mangrove	Myanmar Coast mangroves	Thailand	1605651
Australasia	Tropical and subtropical dry broadleaf forests	Timor and Wetar deciduous forests	Timor-Leste	1966436
Afrotropic	Tropical and subtropical moist broadleaf forests	Eastern Guinean forests	Togo	2363686
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Guinean forest-savanna mosaic	Togo	2363686
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	West Sudanian savanna	Togo	2363686
Oceania	Tropical and subtropical moist broadleaf forests	Western Polynesian tropical moist forests	Tokelau	4031074
Oceania	Tropical and subtropical moist broadleaf forests	Tongan tropical moist forests	Tonga	4032283
Neotropic	Tropical and subtropical moist broadleaf forests	Trinidad and Tobago moist forests	Trinidad and Tobago	3573591
Neotropic	Tropical and subtropical dry broadleaf forests	Leeward Islands dry forests	Trinidad and Tobago	3573591
Neotropic	Tropical and subtropical dry broadleaf forests	Trinidad and Tobago dry forests	Trinidad and Tobago	3573591
Neotropic	Deserts and xeric shrublands	Windward Islands xeric scrub	Trinidad and Tobago	3573591
Neotropic	Mangrove	Trinidad mangroves	Trinidad and Tobago	3573591
Palearctic	Temperate coniferous forests	Mediterranean conifer and mixed forests	Tunisia	2464461
Palearctic	Flooded grasslands and savannas	Saharan halophytics	Tunisia	2464461
Palearctic	Mediterranean forests woodlands and shrub	Mediterranean dry woodlands and steppe	Tunisia	2464461
Palearctic	Mediterranean forests woodlands and shrub	Mediterranean woodlands and forests	Tunisia	2464461
Palearctic	Deserts and xeric shrublands	North Saharan steppe and woodlands	Tunisia	2464461
Palearctic	Temperate broadleaf and mixed forests	Balkan mixed forests	Turkey	298795
Palearctic	Temperate broadleaf and mixed forests	Caucasus mixed forests	Turkey	298795
Palearctic	Temperate broadleaf and mixed forests	Central Anatolian deciduous forests	Turkey	298795
Palearctic	Temperate broadleaf and mixed forests	Eastern Anatolian deciduous forests	Turkey	298795
Palearctic	Temperate broadleaf and mixed forests	Euxine-Colchic deciduous forests	Turkey	298795
Palearctic	Temperate broadleaf and mixed forests	Zagros Mountains forest steppe	Turkey	298795
Palearctic	Temperate coniferous forests	Northern Anatolian conifer and deciduous forests	Turkey	298795
Palearctic	Temperate grasslands savannas and shrublands	Central Anatolian steppe	Turkey	298795
Palearctic	Temperate grasslands savannas and shrublands	Eastern Anatolian montane steppe	Turkey	298795
Palearctic	Temperate grasslands savannas and shrublands	Middle East steppe	Turkey	298795
Palearctic	Mediterranean forests woodlands and shrub	Aegean and Western Turkey sclerophyllous and mixed forests	Turkey	298795
Palearctic	Mediterranean forests woodlands and shrub	Anatolian conifer and deciduous mixed forests	Turkey	298795
Palearctic	Mediterranean forests woodlands and shrub	Eastern Mediterranean conifer-sclerophyllous-broadleaf forests	Turkey	298795
Palearctic	Mediterranean forests woodlands and shrub	Southern Anatolian montane conifer and deciduous forests	Turkey	298795
Palearctic	Temperate grasslands savannas and shrublands	Alai-Western Tian Shan steppe	Turkmenistan	1218197
Palearctic	Montane grasslands and shrublands	Kopet Dag woodlands and forest steppe	Turkmenistan	1218197
Palearctic	Deserts and xeric shrublands	Badghyz and Karabil semi-desert	Turkmenistan	1218197
Palearctic	Deserts and xeric shrublands	Caspian lowland desert	Turkmenistan	1218197
Palearctic	Deserts and xeric shrublands	Central Asian riparian woodlands	Turkmenistan	1218197
Palearctic	Deserts and xeric shrublands	Central Asian southern desert	Turkmenistan	1218197
Palearctic	Deserts and xeric shrublands	Kopet Dag semi-desert	Turkmenistan	1218197
Neotropic	Tropical and subtropical dry broadleaf forests	Bahamian dry forests	Turks and Caicos Islands	3576916
Neotropic	Tropical and subtropical coniferous forests	Bahamian pine mosaic	Turks and Caicos Islands	3576916
Neotropic	Mangrove	Bahamian mangroves	Turks and Caicos Islands	3576916
Oceania	Tropical and subtropical moist broadleaf forests	Western Polynesian tropical moist forests	Tuvalu	2110297
Afrotropic	Tropical and subtropical moist broadleaf forests	Albertine Rift montane forests	Uganda	226074
Afrotropic	Tropical and subtropical moist broadleaf forests	East African montane forests	Uganda	226074
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	East Sudanian savanna	Uganda	226074
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Northern Acacia-Commiphora bushlands and thickets	Uganda	226074
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Northern Congolian forest-savanna mosaic	Uganda	226074
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Southern Acacia-Commiphora bushlands and thickets	Uganda	226074
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Victoria Basin forest-savanna mosaic	Uganda	226074
Afrotropic	Montane grasslands and shrublands	East African montane moorlands	Uganda	226074
Afrotropic	Montane grasslands and shrublands	Ruwenzori-Virunga montane moorlands	Uganda	226074
Palearctic	Temperate broadleaf and mixed forests	Central European mixed forests	Ukraine	690791
Palearctic	Temperate broadleaf and mixed forests	Crimean Submediterranean forest complex	Ukraine	690791
Palearctic	Temperate broadleaf and mixed forests	East European forest steppe	Ukraine	690791
Palearctic	Temperate broadleaf and mixed forests	Pannonian mixed forests	Ukraine	690791
Palearctic	Temperate coniferous forests	Carpathian montane conifer forests	Ukraine	690791
Palearctic	Temperate grasslands savannas and shrublands	Pontic steppe	Ukraine	690791
Afrotropic	Temperate grasslands savannas and shrublands	Al Hajar Al Gharbi montane woodlands	United Arab Emirates	290557
Afrotropic	Deserts and xeric shrublands	Gulf of Oman desert and semi-desert	United Arab Emirates	290557
Palearctic	Deserts and xeric shrublands	Arabian Desert and East Sahero-Arabian xeric shrublands	United Arab Emirates	290557
Palearctic	Deserts and xeric shrublands	Persian Gulf desert and semi-desert	United Arab Emirates	290557
Palearctic	Temperate broadleaf and mixed forests	Celtic broadleaf forests	United Kingdom	2635167
Palearctic	Temperate broadleaf and mixed forests	English Lowlands beech forests	United Kingdom	2635167
Palearctic	Temperate broadleaf and mixed forests	North Atlantic moist mixed forests	United Kingdom	2635167
Palearctic	Temperate coniferous forests	Caledon conifer forests	United Kingdom	2635167
Nearctic	Tropical and subtropical coniferous forests	Sierra Madre Occidental pine-oak forests	United States	6252001
Nearctic	Tropical and subtropical coniferous forests	Sierra Madre Oriental pine-oak forests	United States	6252001
Nearctic	Temperate broadleaf and mixed forests	Allegheny Highlands forests	United States	6252001
Nearctic	Temperate broadleaf and mixed forests	Appalachian mixed mesophytic forests	United States	6252001
Nearctic	Temperate broadleaf and mixed forests	Appalachian-Blue Ridge forests	United States	6252001
Nearctic	Temperate broadleaf and mixed forests	Central U.S. hardwood forests	United States	6252001
Nearctic	Temperate broadleaf and mixed forests	East Central Texas forests	United States	6252001
Nearctic	Temperate broadleaf and mixed forests	Eastern Great Lakes lowland forests	United States	6252001
Nearctic	Temperate broadleaf and mixed forests	Eastern forest-boreal transition	United States	6252001
Nearctic	Temperate broadleaf and mixed forests	Mississippi lowland forests	United States	6252001
Nearctic	Temperate broadleaf and mixed forests	New England-Acadian forests	United States	6252001
Nearctic	Temperate broadleaf and mixed forests	Northeastern coastal forests	United States	6252001
Nearctic	Temperate broadleaf and mixed forests	Ozark Mountain forests	United States	6252001
Nearctic	Temperate broadleaf and mixed forests	Southeastern mixed forests	United States	6252001
Nearctic	Temperate broadleaf and mixed forests	Southern Great Lakes forests	United States	6252001
Nearctic	Temperate broadleaf and mixed forests	Upper Midwest forest-savanna transition	United States	6252001
Nearctic	Temperate broadleaf and mixed forests	Western Great Lakes forests	United States	6252001
Nearctic	Temperate broadleaf and mixed forests	Willamette Valley forests	United States	6252001
Nearctic	Temperate coniferous forests	Arizona Mountains forests	United States	6252001
Nearctic	Temperate coniferous forests	Atlantic coastal pine barrens	United States	6252001
Nearctic	Temperate coniferous forests	Blue Mountains forests	United States	6252001
Nearctic	Temperate coniferous forests	British Columbia mainland coastal forests	United States	6252001
Nearctic	Temperate coniferous forests	Cascade Mountains leeward forests	United States	6252001
Nearctic	Temperate coniferous forests	Central Pacific coastal forests	United States	6252001
Nearctic	Temperate coniferous forests	Central and Southern Cascades forests	United States	6252001
Nearctic	Temperate coniferous forests	Colorado Rockies forests	United States	6252001
Nearctic	Temperate coniferous forests	Eastern Cascades forests	United States	6252001
Nearctic	Temperate coniferous forests	Florida sand pine scrub	United States	6252001
Nearctic	Temperate coniferous forests	Great Basin montane forests	United States	6252001
Nearctic	Temperate coniferous forests	Klamath-Siskiyou forests	United States	6252001
Nearctic	Temperate coniferous forests	Middle Atlantic coastal forests	United States	6252001
Nearctic	Temperate coniferous forests	North Central Rockies forests	United States	6252001
Nearctic	Temperate coniferous forests	Northern California coastal forests	United States	6252001
Nearctic	Temperate coniferous forests	Northern Pacific coastal forests	United States	6252001
Nearctic	Temperate coniferous forests	Okanogan dry forests	United States	6252001
Nearctic	Temperate coniferous forests	Piney Woods forests	United States	6252001
Nearctic	Temperate coniferous forests	Puget lowland forests	United States	6252001
Nearctic	Temperate coniferous forests	Sierra Nevada forests	United States	6252001
Nearctic	Temperate coniferous forests	South Central Rockies forests	United States	6252001
Nearctic	Temperate coniferous forests	Southeastern conifer forests	United States	6252001
Nearctic	Temperate coniferous forests	Wasatch and Uinta montane forests	United States	6252001
Nearctic	Boreal forests/taiga	Alaska Peninsula montane taiga	United States	6252001
Nearctic	Boreal forests/taiga	Cook Inlet taiga	United States	6252001
Nearctic	Boreal forests/taiga	Copper Plateau taiga	United States	6252001
Nearctic	Boreal forests/taiga	Interior Alaska-Yukon lowland taiga	United States	6252001
Nearctic	Tropical and subtropical grasslands savannas and shrublands	Western Gulf coastal grasslands	United States	6252001
Nearctic	Temperate grasslands savannas and shrublands	California Central Valley grasslands	United States	6252001
Nearctic	Temperate grasslands savannas and shrublands	Canadian Aspen forests and parklands	United States	6252001
Nearctic	Temperate grasslands savannas and shrublands	Central and Southern mixed grasslands	United States	6252001
Nearctic	Temperate grasslands savannas and shrublands	Central forest-grasslands transition	United States	6252001
Nearctic	Temperate grasslands savannas and shrublands	Central tall grasslands	United States	6252001
Nearctic	Temperate grasslands savannas and shrublands	Edwards Plateau savanna	United States	6252001
Nearctic	Temperate grasslands savannas and shrublands	Flint Hills tall grasslands	United States	6252001
Nearctic	Temperate grasslands savannas and shrublands	Montana Valley and Foothill grasslands	United States	6252001
Nearctic	Temperate grasslands savannas and shrublands	Nebraska Sand Hills mixed grasslands	United States	6252001
Nearctic	Temperate grasslands savannas and shrublands	Northern mixed grasslands	United States	6252001
Nearctic	Temperate grasslands savannas and shrublands	Northern short grasslands	United States	6252001
Nearctic	Temperate grasslands savannas and shrublands	Northern tall grasslands	United States	6252001
Nearctic	Temperate grasslands savannas and shrublands	Palouse grasslands	United States	6252001
Nearctic	Temperate grasslands savannas and shrublands	Texas blackland prairies	United States	6252001
Nearctic	Temperate grasslands savannas and shrublands	Western short grasslands	United States	6252001
Nearctic	Tundra	Alaska-St. Elias Range tundra	United States	6252001
Nearctic	Tundra	Aleutian Islands tundra	United States	6252001
Nearctic	Tundra	Arctic coastal tundra	United States	6252001
Nearctic	Tundra	Arctic foothills tundra	United States	6252001
Nearctic	Tundra	Beringia lowland tundra	United States	6252001
Nearctic	Tundra	Beringia upland tundra	United States	6252001
Nearctic	Tundra	Brooks-British Range tundra	United States	6252001
Nearctic	Tundra	Interior Yukon-Alaska alpine tundra	United States	6252001
Nearctic	Tundra	Ogilvie-MacKenzie alpine tundra	United States	6252001
Nearctic	Tundra	Pacific Coastal Mountain icefields and tundra	United States	6252001
Nearctic	Mediterranean forests woodlands and shrub	California coastal sage and chaparral	United States	6252001
Nearctic	Mediterranean forests woodlands and shrub	California interior chaparral and woodlands	United States	6252001
Nearctic	Mediterranean forests woodlands and shrub	California montane chaparral and woodlands	United States	6252001
Nearctic	Deserts and xeric shrublands	Chihuahuan desert	United States	6252001
Nearctic	Deserts and xeric shrublands	Colorado Plateau shrublands	United States	6252001
Nearctic	Deserts and xeric shrublands	Great Basin shrub steppe	United States	6252001
Nearctic	Deserts and xeric shrublands	Mojave desert	United States	6252001
Nearctic	Deserts and xeric shrublands	Snake-Columbia shrub steppe	United States	6252001
Nearctic	Deserts and xeric shrublands	Sonoran desert	United States	6252001
Nearctic	Deserts and xeric shrublands	Tamaulipan mezquital	United States	6252001
Nearctic	Deserts and xeric shrublands	Wyoming Basin shrub steppe	United States	6252001
Neotropic	Tropical and subtropical moist broadleaf forests	South Florida rocklands	United States	6252001
Neotropic	Flooded grasslands and savannas	Everglades	United States	6252001
Oceania	Tropical and subtropical moist broadleaf forests	Hawaii tropical moist forests	United States	6252001
Oceania	Tropical and subtropical dry broadleaf forests	Hawaii tropical dry forests	United States	6252001
Oceania	Tropical and subtropical grasslands savannas and shrublands	Hawaii tropical high shrublands	United States	6252001
Oceania	Tropical and subtropical grasslands savannas and shrublands	Hawaii tropical low shrublands	United States	6252001
Oceania	Tropical and subtropical grasslands savannas and shrublands	Northwestern Hawaii scrub	United States	6252001
Neotropic	Tropical and subtropical grasslands savannas and shrublands	Uruguayan savanna	Uruguay	3439705
Palearctic	Temperate grasslands savannas and shrublands	Alai-Western Tian Shan steppe	Uzbekistan	1512440
Palearctic	Temperate grasslands savannas and shrublands	Gissaro-Alai open woodlands	Uzbekistan	1512440
Palearctic	Deserts and xeric shrublands	Badghyz and Karabil semi-desert	Uzbekistan	1512440
Palearctic	Deserts and xeric shrublands	Central Asian northern desert	Uzbekistan	1512440
Palearctic	Deserts and xeric shrublands	Central Asian riparian woodlands	Uzbekistan	1512440
Palearctic	Deserts and xeric shrublands	Central Asian southern desert	Uzbekistan	1512440
Australasia	Tropical and subtropical moist broadleaf forests	Vanuatu rain forests	Vanuatu	2134431
Neotropic	Tropical and subtropical moist broadleaf forests	Catatumbo moist forests	Venezuela	3625428
Neotropic	Tropical and subtropical moist broadleaf forests	Cordillera La Costa montane forests	Venezuela	3625428
Neotropic	Tropical and subtropical moist broadleaf forests	Cordillera Oriental montane forests	Venezuela	3625428
Neotropic	Tropical and subtropical moist broadleaf forests	Guayanan Highlands moist forests	Venezuela	3625428
Neotropic	Tropical and subtropical moist broadleaf forests	Guianan moist forests	Venezuela	3625428
Neotropic	Tropical and subtropical moist broadleaf forests	Guianan piedmont and lowland moist forests	Venezuela	3625428
Neotropic	Tropical and subtropical moist broadleaf forests	Negro-Branco moist forests	Venezuela	3625428
Neotropic	Tropical and subtropical moist broadleaf forests	Orinoco Delta swamp forests	Venezuela	3625428
Neotropic	Tropical and subtropical moist broadleaf forests	Rio Negro campinarana	Venezuela	3625428
Neotropic	Tropical and subtropical moist broadleaf forests	Tepuis	Venezuela	3625428
Neotropic	Tropical and subtropical moist broadleaf forests	Venezuelan Andes montane forests	Venezuela	3625428
Neotropic	Tropical and subtropical dry broadleaf forests	Apure-Villavicencio dry forests	Venezuela	3625428
Neotropic	Tropical and subtropical dry broadleaf forests	Lara-Falcón dry forests	Venezuela	3625428
Neotropic	Tropical and subtropical dry broadleaf forests	Maracaibo dry forests	Venezuela	3625428
Neotropic	Tropical and subtropical grasslands savannas and shrublands	Guianan savanna	Venezuela	3625428
Neotropic	Tropical and subtropical grasslands savannas and shrublands	Llanos	Venezuela	3625428
Neotropic	Flooded grasslands and savannas	Orinoco wetlands	Venezuela	3625428
Neotropic	Montane grasslands and shrublands	Cordillera de Merida páramo	Venezuela	3625428
Neotropic	Deserts and xeric shrublands	Araya and Paria xeric scrub	Venezuela	3625428
Neotropic	Deserts and xeric shrublands	Guajira-Barranquilla xeric scrub	Venezuela	3625428
Neotropic	Deserts and xeric shrublands	La Costa xeric shrublands	Venezuela	3625428
Neotropic	Deserts and xeric shrublands	Paraguana xeric scrub	Venezuela	3625428
Neotropic	Mangrove	Coastal Venezuelan mangroves	Venezuela	3625428
Neotropic	Mangrove	Guianan mangroves	Venezuela	3625428
Indomalayan	Tropical and subtropical moist broadleaf forests	Luang Prabang montane rain forests	Viet Nam	1562822
Indomalayan	Tropical and subtropical moist broadleaf forests	Northern Annamites rain forests	Viet Nam	1562822
Indomalayan	Tropical and subtropical moist broadleaf forests	Northern Indochina subtropical forests	Viet Nam	1562822
Indomalayan	Tropical and subtropical moist broadleaf forests	Northern Vietnam lowland rain forests	Viet Nam	1562822
Indomalayan	Tropical and subtropical moist broadleaf forests	Red River freshwater swamp forests	Viet Nam	1562822
Indomalayan	Tropical and subtropical moist broadleaf forests	South China Sea Islands	Viet Nam	1562822
Indomalayan	Tropical and subtropical moist broadleaf forests	South China-Vietnam subtropical evergreen forests	Viet Nam	1562822
Indomalayan	Tropical and subtropical moist broadleaf forests	Southern Annamites montane rain forests	Viet Nam	1562822
Indomalayan	Tropical and subtropical moist broadleaf forests	Tonle Sap freshwater swamp forests	Viet Nam	1562822
Indomalayan	Tropical and subtropical moist broadleaf forests	Tonle Sap-Mekong peat swamp forests	Viet Nam	1562822
Indomalayan	Tropical and subtropical dry broadleaf forests	Central Indochina dry forests	Viet Nam	1562822
Indomalayan	Tropical and subtropical dry broadleaf forests	Southeastern Indochina dry evergreen forests	Viet Nam	1562822
Indomalayan	Tropical and subtropical dry broadleaf forests	Southern Vietnam lowland dry forests	Viet Nam	1562822
Indomalayan	Mangrove	Indochina mangroves	Viet Nam	1562822
Neotropic	Tropical and subtropical moist broadleaf forests	Leeward Islands moist forests	Virgin Islands British	3577718
Neotropic	Deserts and xeric shrublands	Leeward Islands xeric scrub	Virgin Islands British	3577718
Neotropic	Tropical and subtropical moist broadleaf forests	Leeward Islands moist forests	Virgin Islands U.S.	4796775
Neotropic	Deserts and xeric shrublands	Leeward Islands xeric scrub	Virgin Islands U.S.	4796775
Oceania	Tropical and subtropical moist broadleaf forests	Fiji tropical moist forests	Wallis and Futuna	4034749
Afrotropic	Deserts and xeric shrublands	Arabian Peninsula coastal fog desert	Yemen	69543
Afrotropic	Deserts and xeric shrublands	Socotra Island xeric shrublands	Yemen	69543
Afrotropic	Deserts and xeric shrublands	Southwestern Arabian foothills savanna	Yemen	69543
Afrotropic	Deserts and xeric shrublands	Southwestern Arabian montane woodlands	Yemen	69543
Palearctic	Deserts and xeric shrublands	Arabian Desert and East Sahero-Arabian xeric shrublands	Yemen	69543
Palearctic	Deserts and xeric shrublands	Red Sea Nubo-Sindian tropical desert and semi-desert	Yemen	69543
Afrotropic	Tropical and subtropical dry broadleaf forests	Zambezian Cryptosepalum dry forests	Zambia	895949
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Central Zambezian Miombo woodlands	Zambia	895949
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Itigi-Sumbu thicket	Zambia	895949
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Southern Miombo woodlands	Zambia	895949
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Western Zambezian grasslands	Zambia	895949
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Zambezian Baikiaea woodlands	Zambia	895949
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Zambezian and Mopane woodlands	Zambia	895949
Afrotropic	Flooded grasslands and savannas	Zambezian flooded grasslands	Zambia	895949
Afrotropic	Montane grasslands and shrublands	Southern Rift montane forest-grassland mosaic	Zambia	895949
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Kalahari Acacia-Baikiaea woodlands	Zimbabwe	878675
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Southern Africa bushveld	Zimbabwe	878675
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Southern Miombo woodlands	Zimbabwe	878675
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Zambezian Baikiaea woodlands	Zimbabwe	878675
Afrotropic	Tropical and subtropical grasslands savannas and shrublands	Zambezian and Mopane woodlands	Zimbabwe	878675
Afrotropic	Flooded grasslands and savannas	Zambezian halophytics	Zimbabwe	878675
Afrotropic	Montane grasslands and shrublands	Eastern Zimbabwe montane forest-grassland mosaic	Zimbabwe	878675
